TUBERCULOSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Diabetes
Período:2010
"Município de notificação";"Ign/Branco";"Sim";"Não";"Total"
"270895 SENADOR RUI PALMEIRA";1;-;1;2
"270900 TANQUE D'ARCA";-;-;1;1
"270910 TAQUARANA";-;1;1;2
"270915 TEOTONIO VILELA";2;2;6;10
"270920 TRAIPU";-;-;4;4
"270930 UNIAO DOS PALMARES";2;3;20;25
"270940 VICOSA";2;2;7;11
"280020 AQUIDABA";-;-;3;3
"280030 ARACAJU";2;24;328;354
"280040 ARAUA";-;-;2;2
"280050 AREIA BRANCA";-;-;2;2
"280060 BARRA DOS COQUEIROS";-;2;4;6
"280067 BOQUIM";-;-;6;6
"280070 BREJO GRANDE";-;-;2;2
"280100 CAMPO DO BRITO";1;-;1;2
"280110 CANHOBA";-;-;1;1
"280120 CANINDE DE SAO FRANCISCO";-;-;2;2
"280130 CAPELA";-;-;3;3
"280140 CARIRA";-;-;2;2
"280150 CARMOPOLIS";-;-;2;2
"280170 CRISTINAPOLIS";-;1;-;1
"280190 CUMBE";-;-;1;1
"280200 DIVINA PASTORA";-;-;1;1
"280210 ESTANCIA";-;2;12;14
"280230 FREI PAULO";-;-;5;5
"280270 ILHA DAS FLORES";-;-;1;1
"280280 INDIAROBA";-;1;3;4
"280290 ITABAIANA";-;1;20;21
"280300 ITABAIANINHA";1;-;1;2
"280320 ITAPORANGA D'AJUDA";-;-;4;4
"280330 JAPARATUBA";-;-;2;2
"280340 JAPOATA";-;-;2;2
"280350 LAGARTO";1;1;21;23
"280360 LARANJEIRAS";-;-;2;2
"280390 MALHADOR";-;-;2;2
"280400 MARUIM";1;1;1;3
"280410 MOITA BONITA";-;-;1;1
"280420 MONTE ALEGRE DE SERGIPE";-;-;1;1
"280430 MURIBECA";-;-;2;2
"280440 NEOPOLIS";-;-;6;6
"280445 NOSSA SENHORA APARECIDA";-;-;1;1
"280450 NOSSA SENHORA DA GLORIA";-;1;3;4
"280460 NOSSA SENHORA DAS DORES";-;-;2;2
"280470 NOSSA SENHORA DE LOURDES";-;-;1;1
"280480 NOSSA SENHORA DO SOCORRO";5;2;28;35
"280500 PEDRA MOLE";-;-;1;1
"280510 PEDRINHAS";-;-;4;4
"280520 PINHAO";-;-;1;1
"280530 PIRAMBU";-;-;1;1
"280550 POCO VERDE";-;-;1;1
"280560 PORTO DA FOLHA";1;1;5;7
"280570 PROPRIA";-;-;10;10
"280580 RIACHAO DO DANTAS";-;-;5;5
"280590 RIACHUELO";-;-;2;2
"280600 RIBEIROPOLIS";-;-;1;1
"280610 ROSARIO DO CATETE";-;-;2;2
"280620 SALGADO";-;1;3;4
"280660 SANTO AMARO DAS BROTAS";-;-;2;2
"280670 SAO CRISTOVAO";2;-;25;27
"280680 SAO DOMINGOS";-;-;3;3
"280700 SAO MIGUEL DO ALEIXO";-;-;1;1
"280710 SIMAO DIAS";-;1;11;12
"280740 TOBIAS BARRETO";1;2;10;13
"280750 TOMAR DO GERU";-;-;1;1
"280760 UMBAUBA";-;1;3;4
"290010 ABAIRA";-;-;1;1
"290020 ABARE";-;1;2;3
"290030 ACAJUTIBA";1;-;-;1
"290035 ADUSTINA";1;1;3;5
"290040 AGUA FRIA";-;-;5;5
"290060 AIQUARA";-;-;3;3
"290070 ALAGOINHAS";1;6;39;46
"290080 ALCOBACA";1;2;4;7
"290090 ALMADINA";1;-;2;3
"290100 AMARGOSA";1;2;10;13
"290110 AMELIA RODRIGUES";1;-;2;3
"290115 AMERICA DOURADA";-;1;1;2
"290120 ANAGE";-;-;2;2
"290130 ANDARAI";1;-;2;3
"290135 ANDORINHA";-;-;1;1
"290150 ANGUERA";-;-;2;2
"290160 ANTAS";-;-;1;1
"290170 ANTONIO CARDOSO";-;-;2;2
"290180 ANTONIO GONCALVES";-;-;3;3
"290190 APORA";3;-;-;3
"290205 ARACAS";1;1;2;4
"290210 ARACI";4;-;3;7
"290220 ARAMARI";2;-;1;3
"290230 ARATUIPE";-;1;2;3
"290240 AURELINO LEAL";-;-;5;5
"290250 BAIANOPOLIS";1;-;-;1
"290260 BAIXA GRANDE";-;1;3;4
"290265 BANZAE";1;-;4;5
"290270 BARRA";-;1;26;27
"290280 BARRA DA ESTIVA";-;-;1;1
"290290 BARRA DO CHOCA";-;-;1;1
"290300 BARRA DO MENDES";-;1;-;1
"290310 BARRA DO ROCHA";-;-;6;6
"290320 BARREIRAS";42;-;7;49
"290323 BARRO ALTO";-;-;7;7
"290327 BARROCAS";-;1;1;2
"290330 BARRO PRETO";-;-;1;1
"290340 BELMONTE";1;1;6;8
"290360 BIRITINGA";1;1;1;3
"290370 BOA NOVA";-;-;1;1
"290380 BOA VISTA DO TUPIM";-;1;4;5
"290390 BOM JESUS DA LAPA";2;4;23;29
"290400 BONINAL";-;-;1;1
"290410 BOQUIRA";1;1;2;4
"290420 BOTUPORA";-;-;1;1
"290430 BREJOES";-;-;2;2
"290440 BREJOLANDIA";1;-;2;3
"290460 BRUMADO";1;-;4;5
"290470 BUERAREMA";-;-;2;2
"290475 BURITIRAMA";-;-;2;2
"290480 CAATIBA";2;-;-;2
"290485 CABACEIRAS DO PARAGUACU";2;1;1;4
"290490 CACHOEIRA";2;1;11;14
"290500 CACULE";-;-;6;6
"290510 CAEM";-;-;3;3
"290520 CAETITE";1;1;3;5
"290530 CAFARNAUM";-;1;5;6
"290540 CAIRU";3;-;3;6
"290550 CALDEIRAO GRANDE";1;-;3;4
"290560 CAMACAN";2;-;23;25
"290570 CAMACARI";7;6;101;114
"290580 CAMAMU";1;1;18;20
"290590 CAMPO ALEGRE DE LOURDES";-;1;5;6
"290600 CAMPO FORMOSO";-;-;14;14
"290610 CANAPOLIS";2;-;-;2
"290620 CANARANA";1;1;6;8
"290630 CANAVIEIRAS";-;-;14;14
"290640 CANDEAL";-;-;1;1
"290650 CANDEIAS";22;1;6;29
"290660 CANDIBA";-;-;1;1
"290670 CANDIDO SALES";2;-;5;7
"290680 CANSANCAO";1;-;2;3
"290682 CANUDOS";-;-;5;5
"290685 CAPELA DO ALTO ALEGRE";-;-;2;2
"290687 CAPIM GROSSO";4;-;5;9
"290690 CARAVELAS";-;2;7;9
"290700 CARDEAL DA SILVA";1;-;1;2
"290710 CARINHANHA";1;1;10;12
"290720 CASA NOVA";-;1;8;9
"290730 CASTRO ALVES";4;-;5;9
"290750 CATU";2;-;5;7
"290760 CENTRAL";1;-;8;9
"290780 CICERO DANTAS";-;-;3;3
"290790 CIPO";1;1;3;5
"290800 COARACI";3;-;4;7
"290810 COCOS";-;-;1;1
"290820 CONCEICAO DA FEIRA";-;-;6;6
"290830 CONCEICAO DO ALMEIDA";-;1;6;7
"290840 CONCEICAO DO COITE";1;4;8;13
"290850 CONCEICAO DO JACUIPE";-;3;3;6
"290860 CONDE";1;-;3;4
"290870 CONDEUBA";-;-;2;2
"290880 CONTENDAS DO SINCORA";-;1;3;4
"290890 CORACAO DE MARIA";-;1;-;1
"290900 CORDEIROS";-;-;1;1
"290910 CORIBE";1;1;1;3
"290920 CORONEL JOAO SA";-;-;4;4
"290930 CORRENTINA";2;1;4;7
"290940 COTEGIPE";4;-;-;4
"290950 CRAVOLANDIA";-;-;1;1
"290960 CRISOPOLIS";2;-;3;5
"290980 CRUZ DAS ALMAS";-;2;9;11
"290990 CURACA";1;-;2;3
"291000 DARIO MEIRA";1;-;4;5
"291005 DIAS D'AVILA";2;-;14;16
"291010 DOM BASILIO";-;-;2;2
"291030 ELISIO MEDRADO";-;-;1;1
"291040 ENCRUZILHADA";2;-;4;6
"291050 ENTRE RIOS";1;1;10;12
"291060 ESPLANADA";1;-;10;11
"291070 EUCLIDES DA CUNHA";2;1;6;9
"291072 EUNAPOLIS";25;4;44;73
"291075 FATIMA";1;-;3;4
"291077 FEIRA DA MATA";-;-;1;1
"291080 FEIRA DE SANTANA";6;15;156;177
"291085 FILADELFIA";-;1;2;3
"291090 FIRMINO ALVES";-;-;5;5
"291100 FLORESTA AZUL";-;-;6;6
"291110 FORMOSA DO RIO PRETO";-;-;1;1
"291120 GANDU";-;-;10;10
"291125 GAVIAO";-;-;1;1
"291130 GENTIO DO OURO";1;-;2;3
"291140 GLORIA";-;1;4;5
"291150 GONGOGI";1;-;-;1
"291165 GUAJERU";-;-;1;1
"291170 GUANAMBI";2;-;11;13
"291180 GUARATINGA";3;-;5;8
"291185 HELIOPOLIS";2;-;1;3
"291190 IACU";1;1;5;7
"291200 IBIASSUCE";1;-;1;2
"291210 IBICARAI";-;-;8;8
"291220 IBICOARA";-;-;1;1
"291230 IBICUI";1;1;5;7
"291240 IBIPEBA";1;-;14;15
"291250 IBIPITANGA";-;-;2;2
"291270 IBIRAPITANGA";2;-;7;9
"291280 IBIRAPUA";1;-;1;2
"291290 IBIRATAIA";3;1;2;6
"291300 IBITIARA";2;-;2;4
"291310 IBITITA";-;-;2;2
"291320 IBOTIRAMA";3;-;7;10
"291330 ICHU";-;-;1;1
"291340 IGAPORA";-;-;3;3
"291350 IGUAI";1;-;3;4
"291360 ILHEUS";30;7;91;128
"291370 INHAMBUPE";1;-;6;7
"291390 IPIAU";11;1;13;25
"291400 IPIRA";-;-;5;5
"291410 IPUPIARA";1;-;2;3
"291420 IRAJUBA";-;-;2;2
"291430 IRAMAIA";-;-;1;1
"291440 IRAQUARA";-;1;2;3
"291450 IRARA";-;1;6;7
"291460 IRECE";4;2;12;18
"291465 ITABELA";16;-;4;20
"291470 ITABERABA";9;2;13;24
"291480 ITABUNA";45;7;94;146
"291490 ITACARE";1;-;7;8
"291500 ITAETE";-;-;1;1
"291510 ITAGI";1;-;-;1
"291520 ITAGIBA";-;-;4;4
"291530 ITAGIMIRIM";2;-;-;2
"291535 ITAGUACU DA BAHIA";1;-;-;1
"291540 ITAJU DO COLONIA";-;-;1;1
"291550 ITAJUIPE";1;2;18;21
"291560 ITAMARAJU";-;3;30;33
"291570 ITAMARI";2;-;1;3
"291580 ITAMBE";3;1;14;18
"291600 ITANHEM";-;-;4;4
"291610 ITAPARICA";1;-;9;10
"291630 ITAPEBI";-;-;1;1
"291640 ITAPETINGA";18;1;32;51
"291650 ITAPICURU";1;-;2;3
"291660 ITAPITANGA";-;-;5;5
"291670 ITAQUARA";-;-;1;1
"291680 ITARANTIM";-;-;4;4
"291685 ITATIM";-;-;3;3
"291690 ITIRUCU";1;-;1;2
"291700 ITIUBA";2;-;5;7
"291710 ITORORO";2;-;2;4
"291720 ITUACU";-;1;1;2
"291730 ITUBERA";-;1;9;10
"291733 IUIU";-;-;2;2
"291740 JACARACI";-;-;1;1
"291750 JACOBINA";2;8;22;32
"291760 JAGUAQUARA";-;1;5;6
"291770 JAGUARARI";-;-;1;1
"291780 JAGUARIPE";-;-;1;1
"291790 JANDAIRA";-;-;2;2
"291800 JEQUIE";23;8;34;65
"291810 JEREMOABO";1;-;6;7
"291820 JIQUIRICA";-;1;1;2
"291830 JITAUNA";-;-;3;3
"291835 JOAO DOURADO";-;-;3;3
"291840 JUAZEIRO";4;6;80;90
"291845 JUCURUCU";-;-;1;1
"291850 JUSSARA";-;1;4;5
"291855 JUSSARI";1;-;1;2
"291860 JUSSIAPE";-;-;1;1
"291875 LAGOA REAL";-;-;1;1
"291880 LAJE";1;-;2;3
"291915 LAPAO";-;-;3;3
"291920 LAURO DE FREITAS";4;7;57;68
"291930 LENCOIS";2;-;1;3
"291940 LICINIO DE ALMEIDA";-;-;1;1
"291950 LIVRAMENTO DE NOSSA SENHORA";-;-;3;3
"291955 LUIS EDUARDO MAGALHAES";1;3;18;22
"291960 MACAJUBA";-;-;2;2
"291970 MACARANI";5;-;18;23
"291980 MACAUBAS";1;-;10;11
"291992 MADRE DE DEUS";-;1;11;12
"291995 MAETINGA";-;-;1;1
"292000 MAIQUINIQUE";-;-;1;1
"292010 MAIRI";1;-;1;2
"292040 MANOEL VITORINO";-;-;9;9
"292050 MARACAS";1;-;2;3
"292060 MARAGOGIPE";2;-;8;10
"292070 MARAU";2;-;3;5
"292080 MARCIONILIO SOUZA";1;1;-;2
"292090 MASCOTE";1;-;5;6
"292100 MATA DE SAO JOAO";8;-;10;18
"292110 MEDEIROS NETO";-;-;9;9
"292130 MILAGRES";-;-;3;3
"292140 MIRANGABA";-;-;1;1
"292145 MIRANTE";-;-;1;1
"292150 MONTE SANTO";-;2;12;14
"292160 MORPARA";1;-;2;3
"292170 MORRO DO CHAPEU";2;-;6;8
"292180 MORTUGABA";-;-;1;1
"292190 MUCUGE";2;-;2;4
"292200 MUCURI";1;1;14;16
"292205 MULUNGU DO MORRO";1;-;1;2
"292210 MUNDO NOVO";-;1;-;1
"292220 MUNIZ FERREIRA";-;-;2;2
"292225 MUQUEM DE SAO FRANCISCO";1;-;-;1
"292230 MURITIBA";-;-;4;4
"292240 MUTUIPE";-;-;1;1
"292250 NAZARE";4;1;7;12
"292260 NILO PECANHA";-;-;1;1
"292265 NORDESTINA";1;-;-;1
"292270 NOVA CANAA";-;-;2;2
"292273 NOVA FATIMA";-;-;1;1
"292275 NOVA IBIA";-;-;2;2
"292280 NOVA ITARANA";-;-;1;1
"292290 NOVA SOURE";2;-;3;5
"292300 NOVA VICOSA";2;2;20;24
"292303 NOVO HORIZONTE";1;-;1;2
"292305 NOVO TRIUNFO";3;-;-;3
"292310 OLINDINA";1;-;9;10
"292320 OLIVEIRA DOS BREJINHOS";-;-;2;2
"292335 OUROLANDIA";-;-;3;3
"292340 PALMAS DE MONTE ALTO";6;-;-;6
"292350 PALMEIRAS";-;-;1;1
"292360 PARAMIRIM";2;-;1;3
"292370 PARATINGA";1;-;6;7
"292380 PARIPIRANGA";-;-;5;5
"292390 PAU BRASIL";-;-;5;5
"292400 PAULO AFONSO";-;3;35;38
"292405 PE DE SERRA";-;-;3;3
"292410 PEDRAO";-;-;1;1
"292420 PEDRO ALEXANDRE";-;-;1;1
"292430 PIATA";1;-;2;3
"292450 PINDAI";1;-;-;1
"292460 PINDOBACU";1;1;15;17
"292465 PINTADAS";-;-;2;2
"292470 PIRIPA";1;-;-;1
"292480 PIRITIBA";-;-;2;2
"292500 PLANALTO";-;-;4;4
"292510 POCOES";2;1;8;11
"292520 POJUCA";1;-;10;11
"292525 PONTO NOVO";-;-;2;2
"292530 PORTO SEGURO";12;1;54;67
"292540 POTIRAGUA";3;1;2;6
"292550 PRADO";10;-;3;13
"292560 PRESIDENTE DUTRA";-;-;4;4
"292570 PRESIDENTE JANIO QUADROS";-;-;1;1
"292575 PRESIDENTE TANCREDO NEVES";3;-;8;11
"292580 QUEIMADAS";-;2;4;6
"292590 QUIJINGUE";1;-;2;3
"292593 QUIXABEIRA";-;1;1;2
"292595 RAFAEL JAMBEIRO";-;1;12;13
"292600 REMANSO";-;-;8;8
"292610 RETIROLANDIA";2;-;-;2
"292620 RIACHAO DAS NEVES";2;-;3;5
"292630 RIACHAO DO JACUIPE";-;1;7;8
"292640 RIACHO DE SANTANA";-;1;5;6
"292650 RIBEIRA DO AMPARO";2;1;1;4
"292660 RIBEIRA DO POMBAL";-;-;14;14
"292670 RIO DE CONTAS";-;-;1;1
"292680 RIO DO ANTONIO";-;-;1;1
"292690 RIO DO PIRES";2;-;1;3
"292700 RIO REAL";1;-;5;6
"292710 RODELAS";-;-;3;3
"292720 RUY BARBOSA";1;-;5;6
"292730 SALINAS DA MARGARIDA";-;-;3;3
"292740 SALVADOR";510;225;2318;3053
"292750 SANTA BARBARA";-;2;4;6
"292760 SANTA BRIGIDA";-;-;1;1
"292770 SANTA CRUZ CABRALIA";-;-;6;6
"292780 SANTA CRUZ DA VITORIA";1;-;3;4
"292790 SANTA INES";2;-;2;4
"292800 SANTALUZ";-;-;5;5
"292805 SANTA LUZIA";-;-;3;3
"292810 SANTA MARIA DA VITORIA";2;-;9;11
"292820 SANTANA";10;-;-;10
"292830 SANTANOPOLIS";-;-;1;1
"292840 SANTA RITA DE CASSIA";-;-;5;5
"292850 SANTA TERESINHA";-;-;1;1
"292860 SANTO AMARO";4;-;15;19
"292870 SANTO ANTONIO DE JESUS";-;1;22;23
"292880 SANTO ESTEVAO";-;2;20;22
"292890 SAO DESIDERIO";2;-;4;6
"292895 SAO DOMINGOS";-;-;1;1
"292900 SAO FELIX";-;1;4;5
"292905 SAO FELIX DO CORIBE";-;1;6;7
"292910 SAO FELIPE";1;-;2;3
"292920 SAO FRANCISCO DO CONDE";1;1;10;12
"292925 SAO GABRIEL";-;1;8;9
"292930 SAO GONCALO DOS CAMPOS";1;-;5;6
"292935 SAO JOSE DA VITORIA";-;1;3;4
"292937 SAO JOSE DO JACUIPE";-;-;2;2
"292950 SAO SEBASTIAO DO PASSE";2;-;11;13
"292960 SAPEACU";1;1;5;7
"292990 SEABRA";2;-;18;20
"293000 SEBASTIAO LARANJEIRAS";2;-;2;4
"293010 SENHOR DO BONFIM";6;3;24;33
"293015 SERRA DO RAMALHO";3;-;5;8
"293020 SENTO SE";-;-;4;4
"293030 SERRA DOURADA";-;-;2;2
"293040 SERRA PRETA";-;1;7;8
"293050 SERRINHA";13;2;13;28
"293060 SERROLANDIA";1;-;3;4
"293070 SIMOES FILHO";13;4;34;51
"293075 SITIO DO MATO";1;-;-;1
"293076 SITIO DO QUINTO";1;-;3;4
"293077 SOBRADINHO";-;-;3;3
"293080 SOUTO SOARES";1;1;7;9
"293090 TABOCAS DO BREJO VELHO";1;-;-;1
"293110 TANQUINHO";-;-;2;2
"293120 TAPEROA";-;-;2;2
"293130 TAPIRAMUTA";-;-;1;1
"293135 TEIXEIRA DE FREITAS";21;3;49;73
"293140 TEODORO SAMPAIO";-;1;-;1
"293150 TEOFILANDIA";-;-;2;2
"293160 TEOLANDIA";1;-;3;4
"293170 TERRA NOVA";-;-;3;3
"293180 TREMEDAL";1;-;1;2
"293190 TUCANO";1;-;16;17
"293200 UAUA";-;-;2;2
"293210 UBAIRA";-;1;3;4
"293220 UBAITABA";3;1;8;12
"293230 UBATA";-;1;11;12
"293240 UIBAI";-;2;2;4
"293245 UMBURANAS";-;1;7;8
"293250 UNA";2;-;8;10
"293270 URUCUCA";1;3;5;9
"293280 UTINGA";-;-;4;4
"293290 VALENCA";11;4;31;46
"293300 VALENTE";-;1;4;5
"293305 VARZEA DA ROCA";1;-;-;1
"293310 VARZEA DO POCO";-;-;1;1
"293315 VARZEA NOVA";-;-;3;3
"293317 VARZEDO";1;-;-;1
"293320 VERA CRUZ";4;-;16;20
"293325 VEREDA";-;-;2;2
"293330 VITORIA DA CONQUISTA";-;11;87;98
"293345 WANDERLEY";1;1;2;4
"293350 WENCESLAU GUIMARAES";1;-;5;6
"293360 XIQUE-XIQUE";7;2;15;24
"310020 ABAETE";-;-;2;2
"310030 ABRE CAMPO";-;-;2;2
"310040 ACAIACA";-;-;1;1
"310060 AGUA BOA";1;-;1;2
"310080 AGUANIL";-;-;1;1
"310090 AGUAS FORMOSAS";1;-;6;7
"310100 AGUAS VERMELHAS";1;-;1;2
"310110 AIMORES";-;1;4;5
"310120 AIURUOCA";1;-;-;1
"310150 ALEM PARAIBA";1;-;10;11
"310160 ALFENAS";-;1;23;24
"310170 ALMENARA";4;1;17;22
"310190 ALPINOPOLIS";-;-;5;5
"310200 ALTEROSA";-;-;9;9
"310220 ALVARENGA";-;-;1;1
"310230 ALVINOPOLIS";1;-;-;1
"310250 AMPARO DO SERRA";-;-;2;2
"310260 ANDRADAS";3;-;7;10
"310280 ANDRELANDIA";-;1;1;2
"310300 ANTONIO DIAS";-;-;3;3
"310320 ARACAI";-;-;1;1
"310340 ARACUAI";3;-;13;16
"310350 ARAGUARI";1;-;8;9
"310360 ARANTINA";-;-;1;1
"310375 ARAPORA";2;-;-;2
"310400 ARAXA";-;1;7;8
"310410 ARCEBURGO";-;-;3;3
"310420 ARCOS";-;-;3;3
"310450 ARINOS";-;-;3;3
"310460 ASTOLFO DUTRA";1;-;2;3
"310470 ATALEIA";-;-;7;7
"310490 BAEPENDI";-;-;8;8
"310500 BALDIM";-;-;4;4
"310510 BAMBUI";-;-;2;2
"310520 BANDEIRA";1;-;2;3
"310540 BARAO DE COCAIS";-;-;5;5
"310550 BARAO DE MONTE ALTO";-;-;1;1
"310560 BARBACENA";2;1;23;26
"310570 BARRA LONGA";1;-;-;1
"310590 BARROSO";-;1;4;5
"310600 BELA VISTA DE MINAS";-;-;1;1
"310610 BELMIRO BRAGA";-;-;1;1
"310620 BELO HORIZONTE";369;71;711;1151
"310630 BELO ORIENTE";-;-;3;3
"310640 BELO VALE";-;-;1;1
"310650 BERILO";1;-;-;1
"310660 BERTOPOLIS";-;-;3;3
"310665 BERIZAL";-;-;1;1
"310670 BETIM";36;9;49;94
"310690 BICAS";1;-;-;1
"310710 BOA ESPERANCA";-;-;4;4
"310730 BOCAIUVA";2;-;4;6
"310740 BOM DESPACHO";2;1;5;8
"310780 BOM JESUS DO GALHO";-;-;1;1
"310830 BORDA DA MATA";-;1;2;3
"310840 BOTELHOS";-;-;1;1
"310850 BOTUMIRIM";1;1;1;3
"310855 BRASILANDIA DE MINAS";-;-;2;2
"310860 BRASILIA DE MINAS";-;2;4;6
"310900 BRUMADINHO";1;-;6;7
"310910 BUENO BRANDAO";-;-;4;4
"310920 BUENOPOLIS";1;-;6;7
"310930 BURITIS";-;-;2;2
"310940 BURITIZEIRO";1;-;2;3
"310990 CAETANOPOLIS";-;-;1;1
"311000 CAETE";2;-;4;6
"311030 CALDAS";-;1;2;3
"311050 CAMANDUCAIA";-;-;1;1
"311060 CAMBUI";-;-;6;6
"311070 CAMBUQUIRA";3;1;3;7
"311080 CAMPANARIO";-;-;1;1
"311100 CAMPESTRE";-;1;3;4
"311120 CAMPO BELO";1;-;7;8
"311130 CAMPO DO MEIO";-;-;6;6
"311160 CAMPOS GERAIS";-;-;4;4
"311180 CANAPOLIS";-;-;1;1
"311205 CANTAGALO";-;-;1;1
"311210 CAPARAO";-;-;1;1
"311230 CAPELINHA";-;-;3;3
"311260 CAPINOPOLIS";-;-;6;6
"311265 CAPITAO ANDRADE";-;-;1;1
"311270 CAPITAO ENEAS";-;-;3;3
"311290 CAPUTIRA";-;-;1;1
"311320 CARANDAI";1;-;2;3
"311330 CARANGOLA";1;1;9;11
"311340 CARATINGA";2;1;15;18
"311370 CARLOS CHAGAS";-;-;6;6
"311390 CARMO DA CACHOEIRA";1;-;2;3
"311400 CARMO DA MATA";1;-;2;3
"311410 CARMO DE MINAS";-;-;1;1
"311420 CARMO DO CAJURU";1;-;-;1
"311430 CARMO DO PARANAIBA";1;-;1;2
"311450 CARMOPOLIS DE MINAS";-;-;2;2
"311455 CARNEIRINHO";-;-;1;1
"311460 CARRANCAS";2;-;-;2
"311480 CARVALHOS";1;-;1;2
"311510 CASSIA";-;-;1;1
"311520 CONCEICAO DA BARRA DE MINAS";-;-;1;1
"311530 CATAGUASES";-;2;23;25
"311550 CAXAMBU";-;1;4;5
"311580 CENTRALINA";-;-;2;2
"311600 CHALE";-;-;1;1
"311615 CHAPADA GAUCHA";-;-;1;1
"311650 CLARO DOS POCOES";-;-;1;1
"311690 COMENDADOR GOMES";-;-;1;1
"311730 CONCEICAO DAS ALAGOAS";-;-;2;2
"311750 CONCEICAO DO MATO DENTRO";-;-;2;2
"311760 CONCEICAO DO PARA";1;-;-;1
"311770 CONCEICAO DO RIO VERDE";-;-;2;2
"311780 CONCEICAO DOS OUROS";-;-;1;1
"311790 CONGONHAL";-;-;2;2
"311800 CONGONHAS";-;-;5;5
"311830 CONSELHEIRO LAFAIETE";2;1;16;19
"311840 CONSELHEIRO PENA";-;-;7;7
"311860 CONTAGEM";35;5;51;91
"311870 COQUEIRAL";-;-;1;1
"311900 CORDISLANDIA";1;-;1;2
"311910 CORINTO";-;-;3;3
"311920 COROACI";1;1;-;2
"311930 COROMANDEL";-;-;4;4
"311940 CORONEL FABRICIANO";17;3;15;35
"311950 CORONEL MURTA";1;-;-;1
"312010 COUTO DE MAGALHAES DE MINAS";-;-;1;1
"312015 CRISOLITA";-;-;2;2
"312020 CRISTAIS";1;-;1;2
"312050 CRISTINA";-;-;1;1
"312080 CRUZILIA";-;-;8;8
"312083 CUPARAQUE";2;-;1;3
"312090 CURVELO";6;1;2;9
"312125 DELTA";-;-;1;1
"312160 DIAMANTINA";3;-;5;8
"312230 DIVINOPOLIS";2;3;25;30
"312245 DIVISOPOLIS";-;-;1;1
"312250 DOM CAVATI";-;-;1;1
"312260 DOM JOAQUIM";-;-;1;1
"312270 DOM SILVERIO";1;-;-;1
"312290 DONA EUSEBIA";-;-;1;1
"312300 DORES DE CAMPOS";-;-;1;1
"312310 DORES DE GUANHAES";-;-;1;1
"312320 DORES DO INDAIA";-;-;1;1
"312360 ELOI MENDES";-;-;1;1
"312370 ENGENHEIRO CALDAS";-;-;1;1
"312380 ENGENHEIRO NAVARRO";-;-;5;5
"312400 ERVALIA";-;-;1;1
"312410 ESMERALDAS";4;-;4;8
"312420 ESPERA FELIZ";-;-;1;1
"312430 ESPINOSA";-;-;10;10
"312450 ESTIVA";-;-;1;1
"312460 ESTRELA DALVA";-;-;3;3
"312480 ESTRELA DO SUL";-;-;2;2
"312510 EXTREMA";1;-;15;16
"312540 FELICIO DOS SANTOS";-;-;2;2
"312580 FERNANDES TOURINHO";-;-;1;1
"312590 FERROS";-;-;2;2
"312595 FERVEDOURO";-;-;1;1
"312610 FORMIGA";-;-;9;9
"312670 FRANCISCO SA";-;1;6;7
"312675 FRANCISCOPOLIS";-;-;1;1
"312705 FRONTEIRA DOS VALES";-;-;4;4
"312710 FRUTAL";-;1;15;16
"312730 GALILEIA";-;-;3;3
"312738 GOIANA";-;-;1;1
"312770 GOVERNADOR VALADARES";11;5;97;113
"312800 GUANHAES";-;-;2;2
"312810 GUAPE";-;-;1;1
"312820 GUARACIABA";-;-;1;1
"312825 GUARACIAMA";-;-;1;1
"312840 GUARANI";-;-;1;1
"312850 GUARARA";1;-;-;1
"312870 GUAXUPE";-;2;11;13
"312880 GUIDOVAL";-;-;3;3
"312900 GUIRICEMA";-;-;2;2
"312930 IAPU";-;-;2;2
"312940 IBERTIOGA";-;-;1;1
"312960 IBIAI";-;-;2;2
"312965 IBIRACATU";-;-;4;4
"312970 IBIRACI";-;-;1;1
"312980 IBIRITE";1;1;19;21
"313005 ICARAI DE MINAS";1;-;1;2
"313010 IGARAPE";-;-;3;3
"313060 INCONFIDENTES";1;-;1;2
"313065 INDAIABIRA";-;-;2;2
"313070 INDIANOPOLIS";-;-;1;1
"313090 INHAPIM";2;-;-;2
"313110 INIMUTABA";-;1;1;2
"313115 IPABA";-;-;1;1
"313120 IPANEMA";-;1;9;10
"313130 IPATINGA";16;12;61;89
"313140 IPIACU";-;-;2;2
"313170 ITABIRA";1;1;19;21
"313190 ITABIRITO";-;-;6;6
"313210 ITACARAMBI";-;1;4;5
"313220 ITAGUARA";1;-;-;1
"313230 ITAIPE";-;-;1;1
"313240 ITAJUBA";1;1;32;34
"313250 ITAMARANDIBA";-;-;1;1
"313260 ITAMARATI DE MINAS";-;-;1;1
"313270 ITAMBACURI";-;-;10;10
"313280 ITAMBE DO MATO DENTRO";-;-;1;1
"313290 ITAMOGI";-;-;3;3
"313300 ITAMONTE";-;-;5;5
"313310 ITANHANDU";-;-;2;2
"313330 ITAOBIM";1;1;7;9
"313350 ITAPECERICA";-;-;7;7
"313360 ITAPEVA";-;-;1;1
"313370 ITATIAIUCU";-;-;1;1
"313375 ITAU DE MINAS";-;-;1;1
"313380 ITAUNA";5;-;11;16
"313420 ITUIUTABA";1;1;19;21
"313430 ITUMIRIM";-;1;1;2
"313440 ITURAMA";-;-;2;2
"313460 JABOTICATUBAS";1;-;2;3
"313470 JACINTO";2;-;3;5
